time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque
1952,193,93,148,13584.03,7.353,9,20
1953,193,94,148,13592.69,7.352,9,20
1954,197,93,149,13598.86,7.375,9,20
1955,198,92,149,13606.51,7.352,9,21
1956,194,92,149,13614.68,7.318,9,20
1957,194,92,149,13619.53,7.293,9,20
1958,196,92,149,13627.65,7.293,9,20
1959,199,92,149,13633.98,7.324,9,21
1960,199,93,149,13640.68,7.327,9,20
1961,198,93,148,13646.96,7.347,9,20
1962,196,93,148,13656.03,7.332,9,20
1963,196,93,148,13662.37,7.354,9,20
1964,197,94,148,13672.04,7.4,9,20
1965,199,93,148,13676.39,7.406,9,20
1966,196,92,147,13684.72,7.341,9,20
1967,193,92,147,13691.82,7.324,9,20
1968,196,92,147,13695.28,7.327,9,20
1969,197,92,146,13705.55,7.309,9,20
1970,196,93,146,13710.08,7.291,9,20
1971,199,92,146,13720.37,7.355,9,21
1972,200,93,145,13728.8,7.361,9,21
1973,198,93,145,13734.85,7.351,9,20
1974,194,93,145,13741.09,7.326,9,20
1975,195,92,145,13751.45,7.296,9,20
1976,196,92,146,13756.07,7.283,9,20
1977,196,92,145,13762.75,7.263,9,20
1978,197,93,145,13771.74,7.263,9,20
1979,198,92,145,13779.14,7.293,9,21
1980,198,91,145,13784.74,7.259,9,21
1981,195,91,144,13790.16,7.238,9,20
1982,194,92,144,13799.25,7.246,9,20
1983,200,91,143,13802.62,7.287,9,21
1984,200,92,143,13812.77,7.323,9,21
1985,197,92,143,13821.21,7.294,9,20
1986,193,91,142,13826.54,7.272,9,20
1987,192,91,142,13834.56,7.221,9,20
1988,193,91,142,13840.66,7.213,9,20
1989,195,91,142,13846.18,7.213,9,20
1990,197,91,142,13854.93,7.239,9,21
1991,199,92,142,13862.45,7.274,9,21
1992,199,93,142,13869.39,7.314,9,20
1993,199,93,141,13878.2,7.371,9,20
1994,199,92,141,13883.06,7.356,9,21
1995,194,92,141,13891.11,7.313,9,20
1996,190,93,141,13897.64,7.263,9,20
1997,194,92,141,13905.36,7.302,9,20
1998,200,93,141,13913.75,7.348,9,21
1999,201,93,141,13920.24,7.374,9,21
2000,201,92,141,13924.85,7.369,9,21
2001,196,93,141,13931.88,7.36,9,20
2002,194,92,141,13942.17,7.337,9,20
2003,194,92,141,13946.87,7.318,9,20
2004,194,92,141,13952.71,7.317,9,20
2005,196,94,141,13962.08,7.353,9,20
2006,197,93,141,13969.43,7.403,9,20
2007,199,94,141,13976.56,7.406,9,20
2008,195,94,141,13983.13,7.374,9,20
2009,192,92,141,13991.51,7.336,9,20
2010,192,93,141,13999.05,7.289,9,20
2011,192,92,141,14006.22,7.315,9,20
2012,196,93,141,14012.54,7.352,9,20
2013,199,93,141,14020.93,7.337,9,20
2014,196,92,141,14026.94,7.285,9,20
2015,195,92,141,14033.56,7.25,9,20
2016,194,92,142,14041.58,7.242,9,20
2017,196,91,142,14047.43,7.253,9,21
2018,198,91,143,14054.58,7.217,9,21
2019,194,91,143,14062.98,7.183,9,20
2020,194,92,144,14069.45,7.21,9,20
2021,197,90,145,14075.61,7.231,9,21
2022,199,92,145,14083.97,7.213,9,21
2023,200,91,146,14089.02,7.213,9,21
2024,196,91,146,14096.64,7.166,9,21
2025,196,92,146,14102.52,7.169,9,20
2026,197,91,146,14110.69,7.194,9,21
2027,199,91,146,14116.46,7.21,9,21
2028,199,92,145,14126.04,7.256,9,21
2029,198,92,145,14134.27,7.297,9,21
2030,198,93,145,14140.75,7.289,9,20
2031,197,92,145,14145.85,7.289,9,20
2032,196,92,145,14154.5,7.293,9,20
2033,195,92,145,14160.09,7.289,9,20
2034,195,92,146,14169.06,7.263,9,20
2035,195,91,145,14174.73,7.263,9,20
2036,195,92,145,14182.18,7.256,9,20
2037,195,92,145,14189.11,7.238,9,20
2038,195,92,145,14197.01,7.263,9,20
2039,196,92,144,14203.57,7.263,9,20
2040,198,92,144,14210.14,7.298,9,21
2041,198,93,144,14216.6,7.337,9,20
2042,198,93,144,14224.74,7.349,9,20
2043,197,93,144,14232.51,7.37,9,20
2044,197,93,145,14239.54,7.402,9,20
2045,197,94,145,14244.02,7.432,9,20
2046,197,93,144,14252.0,7.431,9,20
2047,196,93,144,14258.44,7.405,9,20
2048,194,93,144,14265.39,7.375,9,20
2049,194,92,144,14275.19,7.35,9,20
2050,195,93,143,14281.95,7.334,9,20
2051,195,94,143,14289.89,7.375,9,20
2052,200,93,143,14296.69,7.405,9,21
2053,201,94,143,14304.35,7.402,9,20
2054,197,94,143,14309.94,7.406,9,20
2055,196,93,143,14319.35,7.397,9,20
2056,196,94,143,14326.58,7.378,9,20
2057,196,95,144,14333.62,7.398,9,20
2058,198,96,144,14340.39,7.504,9,20
2059,206,95,144,14346.87,7.566,9,21
2060,218,95,145,14353.92,7.594,9,22
2061,225,94,145,14360.51,7.535,9,23
2062,223,95,145,14370.79,7.455,9,22
2063,224,93,145,14378.21,7.486,9,23
2064,226,93,145,14383.63,7.453,9,23
2065,229,94,145,14388.76,7.428,9,23
2066,227,94,145,14396.98,7.413,9,23
2067,227,92,145,14401.58,7.401,9,24
2068,226,93,145,14412.12,7.356,9,23
2069,227,93,145,14420.73,7.379,9,23
2070,229,92,145,14426.31,7.377,9,24
2071,228,93,146,14434.28,7.332,9,23
2072,226,92,146,14441.03,7.327,9,23
2073,227,92,146,14447.22,7.324,9,24
2074,228,93,146,14452.83,7.341,9,23
2075,229,93,146,14463.25,7.351,9,24
2076,229,92,146,14470.68,7.35,9,24
2077,229,94,146,14477.0,7.406,9,23
2078,230,93,147,14483.95,7.403,9,24
2079,227,93,147,14491.7,7.398,9,23
2080,225,93,147,14500.09,7.379,9,23
2081,225,93,147,14504.41,7.38,9,23
2082,226,93,147,14510.67,7.349,9,23
2083,226,93,147,14519.01,7.328,9,23
2084,227,94,147,14523.55,7.355,9,23
2085,230,93,147,14532.56,7.379,9,24
2086,229,93,147,14541.98,7.366,9,24
2087,225,92,147,14547.43,7.323,9,23
2088,223,92,147,14551.34,7.273,9,23
2089,224,92,147,14562.48,7.238,9,23
2090,225,92,146,14570.59,7.224,9,23
2091,227,91,146,14575.33,7.238,9,24
2092,229,91,146,14584.7,7.228,9,24
2093,228,90,146,14592.1,7.187,9,24
2094,226,92,146,14598.47,7.193,9,23
2095,227,92,146,14605.0,7.252,9,24
2096,231,91,145,14612.86,7.296,9,24
2097,232,91,145,14617.32,7.289,9,24
2098,228,91,145,14627.46,7.263,9,24
2099,226,93,145,14633.43,7.278,9,23
2100,227,91,145,14638.98,7.289,9,24
2101,228,91,144,14646.58,7.312,9,24
2102,228,92,144,14652.52,7.293,9,24
2103,227,93,144,14659.87,7.315,9,23
2104,229,94,144,14670.25,7.403,9,23
2105,231,93,144,14676.46,7.431,9,24
2106,229,92,145,14683.51,7.412,9,24
2107,224,93,145,14687.97,7.363,9,23
2108,222,93,145,14697.28,7.347,9,23
2109,225,93,145,14704.29,7.349,9,23
2110,227,93,145,14711.23,7.365,9,23
2111,228,92,146,14717.15,7.38,9,24
2112,228,93,146,14727.09,7.352,9,23
2113,225,93,146,14735.08,7.355,9,23
2114,229,93,146,14740.66,7.394,9,24
2115,230,93,146,14746.62,7.386,9,24
2116,227,93,146,14756.5,7.336,9,23
2117,224,92,146,14761.02,7.339,9,23
2118,227,92,146,14770.03,7.323,9,24
2119,227,92,147,14777.59,7.327,9,24
2120,226,91,147,14782.63,7.304,9,24
2121,225,92,147,14790.15,7.272,9,23
2122,226,93,147,14798.39,7.263,9,23
2123,227,92,147,14805.45,7.263,9,24
2124,229,93,148,14813.26,7.292,9,24
2125,229,93,148,14819.35,7.314,9,24
2126,230,92,149,14824.32,7.347,9,24
2127,230,91,149,14832.88,7.324,9,24
2128,227,92,149,14840.39,7.286,9,24
2129,226,92,149,14846.76,7.263,9,23
2130,225,92,149,14855.2,7.263,9,23
2131,226,91,149,14859.53,7.263,9,24
2132,227,92,149,14867.93,7.243,9,24
2133,227,92,149,14877.24,7.238,9,24
2134,227,91,149,14882.86,7.238,9,24
2135,228,92,149,14888.96,7.263,9,24
2136,229,90,149,14899.21,7.263,9,24
2137,228,90,149,14903.67,7.238,9,24
2138,225,92,149,14910.74,7.238,9,23
2139,225,92,149,14919.46,7.244,9,23
2140,228,91,149,14923.64,7.263,9,24
2141,230,92,148,14930.0,7.281,9,24
2142,230,91,148,14941.46,7.271,9,24
2143,227,91,148,14947.54,7.236,9,24
2144,224,91,148,14952.85,7.17,9,24
2145,224,92,148,14962.31,7.215,9,23
2146,229,92,148,14968.79,7.249,9,24
2147,233,93,148,14973.94,7.283,9,24
2148,232,92,147,14982.53,7.337,9,24
2149,229,93,148,14987.76,7.351,9,24
2150,227,92,148,14995.07,7.322,9,24
2151,225,91,148,15002.88,7.261,9,24
2152,223,92,148,15010.42,7.213,9,23
2153,222,91,148,15018.88,7.234,9,23
2154,226,92,148,15025.05,7.238,9,23
2155,229,91,148,15031.87,7.238,9,24
2156,227,92,148,15039.68,7.238,9,24
2157,228,91,148,15045.27,7.254,9,24
2158,229,92,148,15051.14,7.263,9,24
2159,229,92,148,15060.61,7.252,9,24
2160,226,91,148,15066.53,7.24,9,24
2161,226,91,148,15070.72,7.238,9,24
2162,227,91,148,15082.29,7.237,9,24
2163,227,91,148,15089.87,7.213,9,24
2164,226,89,148,15093.81,7.178,9,24
2165,225,92,148,15103.3,7.165,9,23
2166,226,92,148,15108.79,7.206,9,23
2167,233,92,148,15115.69,7.294,9,24
2168,232,92,148,15123.77,7.324,9,24
2169,227,92,148,15129.11,7.293,9,24
2170,224,92,148,15138.24,7.291,9,23
2171,223,92,148,15144.51,7.274,9,23
2172,224,92,148,15150.79,7.256,9,23
2173,227,92,148,15157.99,7.282,9,24
2174,229,92,148,15166.3,7.274,9,24
2175,228,92,148,15172.83,7.263,9,24
2176,226,92,148,15180.95,7.294,9,23
2177,229,92,148,15187.46,7.289,9,24
2178,228,94,148,15193.23,7.303,9,23
2179,222,93,148,15200.56,7.359,9,23
2180,211,92,149,15209.36,7.392,9,22
2181,197,93,149,15214.66,7.392,9,20
2182,191,93,149,15223.14,7.376,9,20
2183,191,93,150,15231.53,7.396,9,20
2184,193,96,150,15235.63,7.401,9,19
2185,194,100,150,15243.45,7.555,9,19
2186,194,97,150,15251.12,7.761,9,19
2187,186,101,150,15258.96,8.011,9,18
2188,170,101,150,15269.32,8.152,9,16
2189,148,102,149,15277.72,8.281,9,14
2190,139,96,149,15284.28,8.415,9,14
2191,155,95,149,15292.48,8.636,9,16
2192,167,92,149,15302.63,8.715,9,17
2193,161,86,148,15309.31,8.598,9,18
2194,152,88,148,15319.2,8.675,9,16
2195,190,80,148,15328.04,9.076,9,23
2196,252,82,148,15336.44,9.331,9,29
2197,265,83,148,15345.83,9.533,9,30
2198,250,85,148,15354.24,9.797,9,28
2199,226,85,148,15363.01,9.967,9,25
2200,184,100,148,15376.19,10.114,9,18
2201,160,102,147,15384.7,10.271,9,15
2202,152,100,147,15395.87,10.397,9,15
2203,157,100,147,15407.56,10.553,9,15
2204,162,94,147,15414.59,10.685,9,16
2205,176,95,147,15424.45,10.819,9,18
2206,176,96,146,15439.86,10.979,9,18
2207,171,97,146,15447.69,11.086,9,17
2208,163,96,146,15458.88,11.179,9,16
2209,158,95,146,15472.09,11.235,9,16
2210,146,96,146,15480.77,11.207,9,15
2211,138,93,145,15487.92,11.271,9,14
2212,151,91,145,15505.44,11.409,9,16
2213,161,92,145,15512.66,11.477,9,17
2214,159,92,145,15522.56,11.513,9,17
2215,158,89,145,15535.82,11.311,9,17
2216,161,85,145,15547.43,11.027,9,18
2217,166,79,144,15553.85,10.414,9,20
2218,160,96,144,15563.41,9.941,9,16
2219,182,97,143,15576.19,9.748,9,18
2220,205,96,143,15583.27,9.735,9,20
2221,214,94,143,15593.93,9.7,9,22
2222,208,95,143,15603.98,9.63,9,21
2223,198,94,143,15612.52,9.589,9,20
2224,199,94,143,15623.34,9.523,9,20
2225,199,94,143,15631.42,9.51,9,20
2226,203,94,143,15642.56,9.523,9,21
2227,207,95,143,15651.97,9.591,9,21
2228,208,94,143,15658.55,9.611,9,21
2229,205,93,143,15670.29,9.537,9,21
2230,194,94,142,15679.56,9.494,9,20
2231,194,94,142,15687.94,9.507,9,20
2232,197,92,141,15697.15,9.51,9,20
2233,199,93,141,15705.63,9.508,9,20
2234,199,94,141,15714.09,9.514,9,20
2235,199,93,140,15722.57,9.516,9,20
2236,198,92,140,15728.17,9.51,9,21
2237,195,94,140,15740.43,9.475,9,20
2238,197,93,140,15752.41,9.567,9,20
2239,200,93,140,15759.18,9.562,9,21
2240,197,93,140,15771.67,9.536,9,20
2241,192,92,140,15780.08,9.442,9,20
2242,190,92,140,15788.49,9.385,9,20
2243,190,93,140,15798.91,9.367,9,20
2244,195,93,140,15809.41,9.399,9,20
2245,203,93,141,15817.79,9.437,9,21
2246,205,92,141,15826.13,9.476,9,21
2247,202,94,142,15836.64,9.496,9,21
2248,201,94,142,15842.87,9.525,9,20
2249,200,94,142,15852.71,9.559,9,20
2250,200,93,142,15865.73,9.533,9,21
2251,198,92,142,15872.25,9.463,9,21
2252,191,93,142,15879.71,9.354,9,20
2253,186,93,142,15888.9,9.338,9,19
2254,196,91,142,15897.42,9.345,9,21
2255,201,92,142,15904.81,9.335,9,21
2256,197,92,142,15910.98,9.331,9,20
2257,199,92,142,15928.72,9.399,9,21
2258,201,92,142,15933.54,9.411,9,21
2259,198,93,142,15947.61,9.43,9,20
2260,196,92,142,15956.0,9.412,9,20
2261,193,92,142,15964.4,9.367,9,20
2262,192,94,142,15973.54,9.38,9,20
2263,196,93,142,15983.26,9.418,9,20
2264,201,93,142,15991.63,9.461,9,21
2265,201,93,142,16000.04,9.483,9,21
2266,197,93,142,16010.46,9.475,9,20
2267,194,92,142,16020.5,9.458,9,20
2268,192,93,142,16029.34,9.395,9,20
2269,191,93,142,16037.73,9.395,9,20
2270,197,93,142,16047.68,9.463,9,20
2271,201,93,142,16055.75,9.482,9,21
2272,200,93,142,16064.97,9.453,9,21
2273,195,92,142,16072.88,9.452,9,20
2274,193,92,141,16083.53,9.479,9,20
2275,193,92,141,16088.74,9.458,9,20
2276,195,92,141,16102.05,9.37,9,20
2277,189,91,141,16110.86,9.305,9,20
2278,188,92,141,16118.28,9.257,9,20
2279,193,91,142,16129.88,9.28,9,20
2280,202,91,142,16139.84,9.294,9,21
2281,203,91,142,16145.24,9.314,9,21
2282,196,91,142,16157.12,9.245,9,21
2283,192,90,142,16165.51,9.21,9,20
2284,194,91,142,16172.87,9.183,9,20
2285,196,91,143,16181.95,9.205,9,21
2286,201,91,143,16192.71,9.255,9,21
2287,203,90,143,16201.13,9.269,9,22
2288,199,92,143,16208.66,9.265,9,21
2289,194,92,144,16219.43,9.263,9,20
2290,196,91,144,16229.19,9.307,9,21
2291,201,93,144,16235.88,9.339,9,21
2292,201,93,144,16241.58,9.361,9,21
2293,200,93,144,16253.97,9.428,9,21
2294,201,93,145,16260.87,9.452,9,21
2295,200,93,145,16273.29,9.51,9,21
2296,197,93,145,16281.56,9.48,9,20
2297,191,92,145,16291.15,9.411,9,20
2298,187,92,145,16297.73,9.348,9,19
2299,186,92,144,16309.06,9.304,9,19
2300,185,93,144,16320.75,9.345,9,19
2301,185,92,144,16330.99,9.399,9,19
2302,182,92,144,16339.38,9.4,9,19
2303,178,92,144,16347.71,9.381,9,18
2304,176,92,144,16354.4,9.367,9,18
2305,175,92,143,16365.03,9.374,9,18
2306,176,92,143,16375.0,9.391,9,18
2307,178,92,143,16383.4,9.395,9,18
2308,178,92,143,16393.34,9.348,9,18
2309,174,92,144,16401.83,9.338,9,18
2310,173,92,144,16409.42,9.338,9,18
2311,176,92,144,16419.01,9.365,9,18
2312,180,91,144,16426.66,9.358,9,19
2313,177,91,144,16437.63,9.297,9,19
2314,173,91,144,16446.82,9.25,9,18
2315,174,91,144,16456.7,9.241,9,18
2316,177,91,145,16465.09,9.241,9,19
2317,178,92,145,16473.46,9.252,9,18
2318,180,92,146,16482.73,9.287,9,19
2319,181,92,146,16492.28,9.317,9,19
2320,183,92,146,16498.97,9.324,9,19
2321,182,91,145,16509.91,9.324,9,19
2322,178,91,145,16520.04,9.257,9,19
2323,175,90,144,16529.96,9.241,9,19
2324,176,92,143,16538.01,9.245,9,18
2325,179,91,143,16544.72,9.295,9,19
2326,183,91,143,16557.25,9.324,9,19
2327,181,91,143,16565.63,9.308,9,19
2328,176,92,143,16572.11,9.284,9,18
2329,176,92,143,16582.41,9.309,9,18
2330,180,93,143,16589.83,9.324,9,18
2331,183,92,143,16600.25,9.34,9,19
2332,182,91,143,16606.42,9.335,9,19
2333,179,92,143,16620.08,9.324,9,19
2334,179,91,143,16630.53,9.338,9,19
2335,181,91,143,16638.16,9.308,9,19
2336,179,91,143,16646.78,9.267,9,19
2337,176,90,142,16655.72,9.241,9,19
2338,176,91,142,16664.1,9.234,9,18
2339,179,91,142,16669.69,9.22,9,19
2340,180,92,141,16678.34,9.235,9,19
2341,181,92,141,16691.34,9.303,9,19
2342,182,92,141,16699.74,9.352,9,19
2343,184,92,140,16709.84,9.375,9,19
2344,180,92,140,16716.87,9.34,9,19
2345,174,91,140,16725.59,9.287,9,18
2346,171,92,140,16736.82,9.266,9,18
2347,176,91,141,16747.87,9.294,9,18
2348,181,91,141,16752.24,9.322,9,19
2349,180,91,141,16764.48,9.277,9,19
2350,178,91,140,16771.01,9.269,9,19
2351,178,91,140,16779.32,9.262,9,19
2352,179,91,139,16791.58,9.241,9,19
2353,177,90,139,16800.28,9.222,9,19
2354,175,90,138,16810.6,9.181,9,19
2355,176,90,138,16817.04,9.189,9,19
2356,178,91,137,16825.44,9.165,9,19
2357,179,91,137,16835.85,9.198,9,19
2358,181,91,137,16844.29,9.264,9,19
2359,183,91,138,16852.43,9.293,9,19
2360,182,92,138,16860.7,9.296,9,19
2361,178,92,138,16868.62,9.316,9,18
2362,179,91,138,16879.4,9.329,9,19
2363,178,92,137,16890.83,9.294,9,18
2364,174,91,137,16900.8,9.272,9,18
2365,175,91,136,16907.12,9.257,9,18
2366,175,92,136,16916.72,9.241,9,18
2367,177,92,134,16927.13,9.268,9,18
2368,182,92,133,16934.49,9.325,9,19
2369,186,92,132,16942.17,9.378,9,19
2370,183,92,131,16953.2,9.387,9,19
2371,175,91,131,16963.67,9.338,9,18
2372,171,91,130,16969.39,9.279,9,18
2373,170,91,131,16978.51,9.254,9,18
2374,172,92,130,16990.81,9.211,9,18
2375,174,91,130,16999.3,9.203,9,18
2376,178,91,131,17007.68,9.253,9,19
2377,181,92,132,17016.07,9.269,9,19
2378,180,92,133,17024.86,9.296,9,19
2379,180,90,133,17034.76,9.296,9,19
2380,181,90,135,17044.4,9.248,9,19
2381,174,89,135,17051.38,9.161,9,19
2382,167,89,135,17061.64,9.0,9,18
2383,170,89,135,17069.55,9.0,9,18
2384,174,89,135,17078.37,9.021,9,19
2385,178,90,136,17087.29,9.062,9,19
2386,186,89,136,17097.61,9.07,9,20
2387,183,89,136,17102.17,9.098,9,20
2388,181,90,136,17112.45,9.117,9,19
2389,180,90,137,17119.07,9.127,9,19
2390,181,90,137,17133.35,9.132,9,19
2391,180,90,137,17139.56,9.132,9,19
2392,180,90,137,17148.69,9.151,9,19
2393,180,90,137,17160.59,9.182,9,19
2394,180,90,137,17168.99,9.186,9,19
2395,179,91,137,17174.02,9.197,9,19
2396,179,92,137,17187.36,9.257,9,19
2397,180,91,137,17194.38,9.265,9,19
2398,180,91,137,17203.03,9.283,9,19
2399,177,90,137,17212.76,9.235,9,19
2400,173,90,136,17221.39,9.173,9,18
2401,171,90,136,17229.78,9.14,9,18
2402,173,91,136,17240.23,9.117,9,18
2403,178,90,136,17247.23,9.15,9,19
2404,182,91,136,17254.95,9.209,9,19
2405,185,92,136,17267.08,9.293,9,19
2406,183,91,136,17275.36,9.319,9,19
2407,177,91,135,17284.45,9.278,9,19
2408,171,90,135,17290.63,9.201,9,18
2409,170,90,135,17302.37,9.182,9,18
2410,172,91,135,17311.45,9.187,9,18
2411,178,91,134,17320.38,9.232,9,19
2412,181,91,134,17328.36,9.268,9,19
2413,180,90,134,17339.94,9.266,9,19
2414,178,91,134,17349.01,9.266,9,19
2415,177,91,134,17355.49,9.241,9,19
2416,177,91,134,17365.94,9.244,9,19
2417,180,92,134,17375.3,9.28,9,19
2418,182,92,134,17383.04,9.285,9,19
2419,181,91,134,17391.58,9.296,9,19
2420,179,92,134,17401.54,9.32,9,19
2421,178,91,133,17412.03,9.317,9,19
2422,179,91,134,17420.41,9.27,9,19
2423,177,90,134,17426.87,9.243,9,19
2424,176,90,134,17436.63,9.215,9,19
2425,177,91,134,17443.85,9.219,9,19
2426,181,91,135,17456.03,9.286,9,19
2427,182,91,135,17462.86,9.296,9,19
2428,180,92,134,17474.72,9.288,9,19
2429,177,91,134,17483.27,9.268,9,19
2430,175,91,135,17491.63,9.241,9,18
2431,176,91,134,17501.87,9.241,9,18
2432,178,92,134,17510.49,9.29,9,18
2433,181,92,134,17518.88,9.335,9,19
2434,184,92,134,17529.34,9.367,9,19
2435,181,92,134,17537.73,9.367,9,19
2436,178,93,135,17544.36,9.367,9,18
2437,176,92,135,17556.55,9.389,9,18
2438,176,92,135,17564.95,9.428,9,18
2439,180,93,135,17574.95,9.452,9,18
2440,179,93,135,17581.95,9.452,9,18
2441,177,92,136,17591.98,9.434,9,18
2442,172,92,136,17600.04,9.354,9,18
2443,170,92,136,17611.02,9.324,9,18
2444,170,91,136,17621.35,9.324,9,18
2445,176,90,137,17625.33,9.319,9,19
2446,177,91,137,17632.1,9.294,9,19
2447,177,91,137,17644.6,9.241,9,19
2448,177,91,137,17655.05,9.262,9,19
2449,180,91,137,17665.48,9.294,9,19
2450,182,91,136,17673.88,9.296,9,19
2451,183,91,136,17682.28,9.295,9,19
2452,181,92,136,17692.17,9.29,9,19
2453,180,92,136,17701.11,9.338,9,19
2454,183,91,136,17710.62,9.356,9,19
2455,180,91,136,17719.96,9.338,9,19
2456,176,92,136,17728.87,9.338,9,18
2457,174,92,136,17738.63,9.337,9,18
2458,177,92,136,17747.2,9.324,9,18
2459,175,91,136,17755.59,9.324,9,18
2460,175,91,136,17766.04,9.281,9,18
2461,175,91,136,17774.4,9.269,9,18
2462,174,90,136,17780.76,9.234,9,18
2463,175,91,136,17792.83,9.238,9,18
2464,178,90,136,17801.56,9.234,9,19
2465,179,90,135,17808.04,9.198,9,19
2466,176,91,135,17817.81,9.165,9,18
2467,179,91,135,17826.82,9.183,9,19
2468,183,90,135,17837.27,9.186,9,19
2469,183,90,135,17844.5,9.146,9,19
2470,179,89,134,17853.89,9.078,9,19
2471,174,89,134,17860.59,9.024,9,19
2472,176,88,134,17871.01,9.0,9,19
2473,179,89,133,17881.28,9.011,9,19
2474,183,89,133,17889.66,9.047,9,20
2475,184,89,134,17896.42,9.079,9,20
2476,183,89,134,17906.46,9.101,9,20
2477,180,89,134,17915.89,9.112,9,19
2478,180,90,135,17925.6,9.12,9,19
2479,179,90,135,17933.69,9.132,9,19
2480,179,90,135,17943.71,9.132,9,19
2481,179,90,135,17951.78,9.159,9,19
2482,179,90,135,17957.56,9.17,9,19
2483,178,90,135,17969.19,9.18,9,19
2484,179,90,135,17975.6,9.18,9,19
2485,178,90,134,17983.99,9.18,9,19
2486,179,91,135,17995.44,9.22,9,19
2487,183,91,135,18004.91,9.297,9,19
2488,185,91,135,18011.62,9.336,9,19
2489,180,91,135,18023.78,9.323,9,19
2490,172,91,135,18032.98,9.283,9,18
2491,170,91,136,18042.6,9.246,9,18
2492,171,91,136,18051.0,9.253,9,18
2493,178,90,136,18058.18,9.285,9,19
2494,183,91,136,18069.85,9.29,9,19
2495,182,90,136,18078.24,9.219,9,19
2496,176,91,136,18084.82,9.164,9,18
2497,175,89,136,18095.0,9.145,9,19
2498,178,91,136,18104.84,9.13,9,19
2499,180,91,136,18111.06,9.132,9,19
2500,182,89,136,18122.25,9.159,9,20
2501,181,90,136,18131.79,9.159,9,19
2502,179,90,137,18137.14,9.159,9,19
2503,178,90,137,18147.69,9.158,9,19
2504,178,90,137,18157.38,9.155,9,19
2505,179,89,137,18167.29,9.15,9,19
2506,179,89,136,18172.97,9.112,9,19
2507,176,91,136,18182.99,9.085,9,18
2508,175,91,136,18189.32,9.083,9,18
2509,176,91,136,18197.48,9.215,9,18
2510,185,92,136,18211.39,9.324,9,19
2511,185,92,136,18220.39,9.339,9,19
2512,182,93,136,18226.32,9.362,9,19
2513,176,92,136,18239.54,9.465,9,18
2514,181,92,136,18247.94,9.467,9,19
2515,179,91,136,18256.13,9.407,9,19
2516,169,91,137,18266.79,9.254,9,18
2517,164,91,137,18273.84,9.178,9,17
2518,168,90,137,18283.49,9.128,9,18
2519,176,90,138,18291.93,9.155,9,19
2520,183,90,138,18300.34,9.178,9,19
2521,184,89,138,18306.76,9.186,9,20
2522,180,89,138,18315.25,9.14,9,19
2523,174,89,137,18322.83,9.084,9,19
2524,173,89,137,18335.96,9.0,9,19
2525,178,89,137,18345.04,8.987,9,19
2526,183,89,137,18354.81,9.04,9,20
2527,185,88,136,18362.61,9.052,9,20
2528,184,89,136,18370.11,9.051,9,20
2529,181,89,135,18380.46,9.056,9,19
2530,178,90,135,18390.25,9.087,9,19
2531,179,89,135,18397.04,9.105,9,19
2532,179,89,135,18405.96,9.084,9,19
2533,176,89,135,18416.92,9.073,9,19
2534,174,89,134,18425.49,9.079,9,19
2535,175,88,134,18433.85,9.051,9,19
2536,175,88,134,18441.0,9.017,9,19
2537,175,89,134,18452.85,9.0,9,19
2538,177,89,134,18460.75,9.0,9,19
2539,179,89,134,18468.48,9.039,9,19
2540,181,88,134,18476.96,9.044,9,20
2541,180,88,134,18483.54,9.047,9,20
2542,175,90,134,18495.21,9.032,9,19
2543,176,89,134,18503.58,9.078,9,19
2544,181,89,134,18513.98,9.099,9,19
2545,181,90,134,18522.45,9.106,9,19
2546,180,90,134,18529.93,9.106,9,19
2547,178,89,134,18535.56,9.102,9,19
2548,175,89,134,18548.86,9.031,9,19
2549,175,89,133,18554.83,9.047,9,19
2550,180,89,133,18560.4,9.052,9,19
2551,182,88,133,18570.27,9.054,9,20
2552,181,89,134,18581.57,9.043,9,19
2553,180,89,134,18593.13,9.033,9,19
2554,179,89,134,18602.07,9.026,9,19
2555,178,90,134,18609.38,9.033,9,19
2556,179,89,134,18616.78,9.074,9,19
2557,181,89,134,18629.27,9.074,9,19
2558,180,90,134,18637.69,9.055,9,19
2559,179,90,134,18646.05,9.096,9,19
2560,184,91,134,18654.47,9.182,9,19
2561,188,91,134,18660.86,9.239,9,20
2562,187,91,134,18673.22,9.302,9,20
2563,182,91,134,18681.7,9.287,9,19
2564,174,91,134,18690.09,9.25,9,18
2565,170,90,135,18701.87,9.158,9,18
2566,168,90,135,18708.85,9.091,9,18
2567,171,90,135,18717.29,9.08,9,18
2568,179,90,135,18726.99,9.106,9,19
2569,183,89,135,18733.86,9.118,9,20
2570,180,89,135,18738.89,9.107,9,19
2571,176,87,135,18754.65,9.021,9,19
2572,171,89,135,18759.62,8.969,9,18
2573,173,89,135,18768.43,8.985,9,19
2574,180,89,135,18780.17,9.053,9,19
2575,186,88,135,18788.56,9.079,9,20
2576,182,89,135,18793.17,9.043,9,20
2577,175,88,135,18804.61,9.036,9,19
2578,173,88,135,18815.01,8.969,9,19
2579,175,88,135,18820.65,8.942,9,19
2580,178,88,135,18831.46,8.924,9,19
2581,182,88,135,18840.95,8.935,9,20
2582,183,90,135,18847.21,8.979,9,19
2583,185,89,135,18857.74,9.062,9,20
2584,186,89,135,18866.16,9.106,9,20
2585,184,90,135,18876.58,9.146,9,20
